Year,Cause of death,unter 1 Jahr,1 bis unter 15 Jahre,15 bis unter 20 Jahre,20 bis unter 25 Jahre,25 bis unter 30 Jahre,30 bis unter 35 Jahre,35 bis unter 40 Jahre,40 bis unter 45 Jahre,45 bis unter 50 Jahre,50 bis unter 55 Jahre,55 bis unter 60 Jahre,60 bis unter 65 Jahre,65 bis unter 70 Jahre,70 bis unter 75 Jahre,75 bis unter 80 Jahre,80 bis unter 85 Jahre,85 Jahre und mehr,Total
2002,Congenital malformations of the circulatory system,370,69,18,15,10,9,15,15,7,13,11,3,5,14,17,16,18,625
2002,Symptoms and abnormal clinical and laboratory findings,424,89,65,121,126,225,432,642,897,986,1094,1635,1574,1688,1965,2046,6551,20560
2002,Sudden infant death syndrome,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367
2002,Other ill-defined and unknown causes of mortality,53,76,62,115,123,216,424,631,873,956,1064,1586,1514,1559,1651,1403,2124,14430
2002,External causes of morbidity and mortality,82,537,1356,1748,1288,1657,2129,2300,2161,2011,1653,2288,2106,2199,2560,2733,5488,34296
2002,Accidents including late effects,48,456,962,1178,734,783,952,936,877,849,758,1085,1166,1203,1653,1918,4271,19829
2002,Transport accidents,8,236,865,1002,547,489,568,523,437,365,336,353,346,313,306,222,173,7089
2002,Falls,5,26,27,40,23,57,70,126,155,181,193,334,418,497,805,1147,3056,7160
2002,Drowning and submersion,1,76,15,19,14,20,26,27,34,30,24,40,43,36,24,23,17,469
2002,"Exposure to smoke, fire, and flames",4,31,6,4,10,16,32,39,29,40,29,44,45,44,54,49,74,550
2002,Accidental poisoning: harmful substances (incl. exposure),0,1,22,65,93,112,123,95,69,48,23,38,25,26,28,26,20,814
2002,Intentional self-harm,0,24,314,436,417,702,940,1088,1024,934,752,998,795,821,705,582,631,11163
2002,Assault,22,37,19,41,45,57,75,66,59,50,27,34,18,19,15,12,8,604
2002,"Event of undetermined intent",12,20,61,93,90,112,157,206,198,171,115,165,120,151,179,211,567,2628
2002,Insgesamt,3036,1702,1964,2638,2396,3958,7228,11641,17264,23823,30383,57657,72278,96547,120783,131148,257240,841686
2003,Certain infectious and parasitic diseases,32,60,29,25,44,123,197,253,350,361,391,710,1033,1374,1792,1787,2330,10891
2003,Tuberculosis and its sequelae,0,1,0,1,1,2,12,10,28,20,23,46,36,69,102,87,74,512
2003,Meningococcal infection,7,20,8,2,1,2,3,2,4,1,1,2,2,4,6,4,0,69
2003,Viral hepatitis,0,0,1,4,7,16,25,47,78,84,62,93,140,194,242,171,79,1243
2003,HIV disease,1,1,2,2,15,63,89,102,75,47,37,36,22,11,3,0,1,507
2003,Neoplasms,25,309,150,207,271,679,1569,3144,5813,9640,12998,24020,29796,32406,34035,30727,28999,214788
2003,Malignant neoplasms,16,292,142,202,261,666,1539,3103,5736,9556,12874,23723,29344,31727,33047,29569,27458,209255
2003,"Neoplasms of the lip, oral cavity, and pharynx",0,0,0,5,4,9,43,127,375,619,696,897,718,473,324,241,255,4786
2003,Neoplasms of the esophagus,0,2,0,0,2,8,26,71,202,389,496,788,752,610,502,361,275,4484
2003,Neoplasms of the stomach,0,1,3,4,19,40,104,166,364,481,549,1044,1452,1692,1981,1899,2045,11844
2003,Neoplasms of the colon,0,0,1,7,10,39,71,149,272,514,831,1760,2439,2877,3587,3520,3848,19925
2003,"Neoplasms of the rectum, anus, and rectosigmoid junction",0,1,1,0,5,10,34,72,185,325,532,1004,1197,1300,1337,1314,1347,8664
2003,"Neoplasms of the liver, biliary tract, and pancreas",2,9,3,4,10,32,85,206,437,843,1297,2642,3426,3682,3778,3384,2732,22572
2003,Neoplasms of the liver and intrahepatic bile ducts,2,8,2,3,6,10,20,66,124,244,371,710,1062,1053,1003,811,521,6016
2003,Neoplasms of the pancreas,0,1,0,1,4,15,54,116,261,498,768,1587,1824,1985,2106,1894,1572,12686
2003,"Neoplasms of the larynx, trachea, bronchi, and lung",0,4,3,7,6,48,184,571,1346,2384,3369,5999,7052,7469,6143,4049,2231,40865
2003,Neoplasms of the bronchi and lung,0,4,2,7,5,46,183,537,1269,2255,3194,5702,6764,7266,5972,3937,2143,39286
2003,Melanoma and other malignant neoplasms of the skin,0,0,0,2,12,39,72,116,107,185,153,330,349,341,349,303,442,2800
2003,Malignant melanoma of the skin,0,0,0,1,11,36,68,112,101,167,140,287,309,289,283,223,268,2295
2003,Neoplasms of the breast,0,0,1,2,14,91,260,494,790,1179,1351,2056,2178,1984,2235,2263,2539,17437
2003,Neoplasms of the genital and urinary organs,1,8,6,20,25,93,181,389,589,989,1402,3173,4367,5418,6260,6319,6155,35395
2003,Neoplasms of the cervix uteri,0,0,0,2,2,31,71,126,141,151,131,190,163,185,192,202,175,1762
2003,"Neoplasms of the corpus uteri and uterus, part unspecified",0,0,0,0,1,5,8,21,50,79,96,226,300,372,425,469,484,2536
2003,Neoplasms of the ovary,0,0,3,5,7,21,36,99,139,273,352,746,835,774,901,903,660,5754
2003,Neoplasms of the prostate,0,0,0,1,1,0,0,10,18,94,247,766,1311,1918,2281,2342,2521,11510
2003,"Neoplasms of the kidney, except renal pelvis",1,8,1,3,2,8,23,60,127,217,289,595,812,911,839,714,531,5141
2003,Neoplasms of the urinary bladder,0,0,0,0,0,3,4,23,56,98,168,399,598,833,1084,1127,1259,5652
2003,"Neoplasms of lymphoid, hematopoietic, and related tissue",6,100,54,70,73,86,160,251,338,530,723,1560,2249,2561,2929,2524,2077,16291
2003,Leukemia,6,84,40,43,39,47,88,116,139,212,284,580,913,1026,1204,1043,995,6859
2003,Benign neoplasms,2,5,2,0,2,2,7,6,11,11,10,36,50,62,79,68,65,418
2003,Diseases of the blood and blood-forming organs,9,13,5,8,8,8,16,23,31,49,42,140,174,206,352,369,576,2029
2003,"Endocrine, nutritional, and metabolic diseases",36,78,36,25,44,62,116,211,343,507,622,1325,2239,3067,4115,5680,8685,27191
2003,Diabetes mellitus,0,3,6,9,16,34,61,136,246,393,499,1115,1968,2775,3781,5223,7676,23941
2003,Mental and behavioral disorders,0,3,32,126,141,214,373,600,767,696,634,816,713,516,513,653,1738,8535
2003,Mental and behavioral disorders durch Alkohol,0,0,1,11,25,91,247,481,690,663,594,758,633,381,193,96,68,4932
2003,Mental and behavioral disorders due to psychoactive substance use,0,3,27,107,113,116,115,105,51,14,10,11,5,8,6,3,8,702
2003,Diseases of the nervous system and sense organs,73,171,67,98,88,139,225,304,410,522,569,1001,1438,2031,2980,3835,4519,18470
2003,Meningitis,9,6,0,2,6,2,4,8,6,11,9,21,22,19,35,34,11,205
2003,Diseases of the circulatory system,34,144,96,174,262,481,1182,2265,3732,5776,7466,16134,26289,38292,57604,78632,158059,396622
2003,Hypertension (high blood pressure),0,2,1,5,2,6,47,66,166,250,319,679,1171,1848,3138,5078,12134,24912
2003,Ischemic heart diseases,0,0,10,13,37,110,365,925,1675,2726,3687,8128,12824,18220,25568,32093,57064,163445
2003,Acute or recurrent myocardial infarction,0,0,6,6,32,89,285,735,1249,1966,2515,5075,7455,9493,11776,12659,16021,69362
2003,Other forms of heart disease,18,95,48,83,121,183,341,572,922,1277,1608,2969,4622,6637,10494,15868,41784,87642
2003,Other diseases of the endocardium,3,5,4,8,13,17,28,41,65,82,99,282,513,800,1216,1579,2111,6866
2003,Cerebrovascular diseases,4,29,18,31,47,84,233,365,521,827,969,2305,4322,6878,11620,16714,30147,75114
2003,"Stroke, not specified as hemorrhage or infarction",0,5,0,3,5,8,18,33,65,144,241,763,1791,3127,5794,8972,16610,37579
2003,"Diseases of arteries, arterioles, and capillaries",1,1,1,6,14,14,41,78,94,218,301,813,1367,1973,2964,4321,11109,23316
2003,Diseases of the respiratory system,25,76,46,48,41,59,153,271,420,794,1220,2728,4352,6880,9683,11310,19908,58014
2003,Influenza,0,2,2,1,0,0,1,6,3,3,6,11,10,14,17,48,176,300
2003,Pneumonia,12,39,20,19,17,25,66,89,126,205,277,580,968,1634,2887,4227,10331,21522
2003,Chronic diseases of the lower respiratory tract,2,16,9,11,5,18,46,116,206,445,759,1693,2734,4209,5337,5294,6341,27241
2003,Asthma,0,7,8,5,5,11,21,42,47,96,131,212,242,373,388,374,460,2422
2003,"COVID-19, virus identified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,"COVID-19, virus not identified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,Diseases of the digestive system,13,26,11,28,52,172,638,1372,2045,2586,2513,3975,4430,4294,5063,5990,9055,42263
2003,"Ulcer of the stomach, duodenum, peptic, peptic jejuni",0,0,1,3,4,5,14,33,55,88,101,169,245,322,491,690,1228,3449
2003,Diseases of the liver,2,4,3,9,31,115,497,1108,1647,2060,1907,2858,2735,1871,1432,1043,793,18115
2003,"Alcoholic liver disease, chronic hepatitis, liver fibrosis, and cirrhosis",0,1,1,6,26,107,484,1078,1602,2005,1850,2765,2599,1754,1308,914,651,17151
2003,Diseases of the skin and subcutaneous tissue,1,0,0,2,2,1,4,2,6,12,11,25,35,45,82,95,198,521
2003,Diseases of the musculoskeletal system and connective tissue,1,5,2,3,2,8,12,18,34,46,71,140,172,273,339,357,538,2021
2003,Chronic polyarthritis and arthrosis,0,0,0,0,0,0,1,1,2,8,11,30,39,83,95,125,184,579
2003,Diseases of the genitourinary system,0,8,3,4,7,10,33,59,81,160,224,498,867,1329,2112,2861,4925,13181
2003,Diseases of the kidney,0,6,3,3,6,9,31,54,64,132,175,412,700,1057,1605,2148,3606,10011
2003,"Pregnancy, childbirth, and the puerperium",0,0,2,2,5,10,5,6,0,0,0,0,0,0,0,0,0,30
2003,Certain conditions originating in the perinatal period,1404,11,2,1,0,0,1,0,2,2,0,0,1,0,0,0,0,1424
2003,"Congenital malformations, deformations, and chromosomal abnormalities",799,216,51,34,26,45,42,47,39,63,66,61,37,19,19,24,33,1621
2003,Congenital malformations of the nervous system,56,40,12,5,1,2,4,6,3,4,1,1,2,0,2,0,0,139
2003,Congenital malformations of the circulatory system,326,88,25,12,11,23,10,21,7,12,7,10,4,12,10,18,24,620
2003,Symptoms and abnormal clinical and laboratory findings,459,101,72,138,145,224,389,770,885,1062,1155,1634,1766,1817,1954,2321,6847,21739
2003,Sudden infant death syndrome,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372
2003,Other ill-defined and unknown causes of mortality,87,91,71,136,141,212,376,751,868,1043,1126,1584,1693,1674,1654,1597,2051,15155
2003,External causes of morbidity and mortality,79,506,1215,1593,1331,1465,2049,2215,2237,2043,1687,2239,2233,2260,2755,3296,5403,34606
2003,Accidents including late effects,48,427,900,1043,728,723,894,963,988,841,710,1088,1231,1397,1846,2367,4227,20421
2003,Transport accidents,11,209,801,885,524,489,536,502,429,372,259,362,374,383,327,238,141,6842
2003,Falls,6,29,23,27,47,55,81,130,190,190,189,348,450,608,973,1487,3044,7877
2003,Drowning and submersion,4,68,14,22,18,16,29,41,46,34,32,49,46,34,28,18,15,514
2003,"Exposure to smoke, fire, and flames",3,34,6,11,11,14,23,41,46,32,21,30,28,38,41,51,45,475
2003,Accidental poisoning: harmful substances (incl. exposure),1,9,17,60,77,78,98,85,75,36,38,31,28,26,25,15,23,722
2003,Intentional self-harm,0,23,244,448,487,605,955,1042,1034,1010,795,975,851,719,727,636,599,11150
2003,Assault,19,31,20,28,46,53,63,48,56,42,41,32,19,18,15,15,7,553
2003,"Event of undetermined intent",12,25,51,74,70,81,131,158,153,147,138,141,129,120,163,269,565,2427
2003,Insgesamt,2990,1727,1819,2516,2469,3700,7004,11560,17195,24319,29669,55446,75575,94809,123398,147937,251813,853946
2004,Certain infectious and parasitic diseases,33,51,23,33,41,111,181,276,308,326,371,695,1022,1340,1824,2117,2310,11062
2004,Tuberculosis and its sequelae,0,0,1,3,0,4,6,15,14,23,14,38,35,56,96,72,64,441
2004,Meningococcal infection,9,19,7,2,1,2,2,3,4,2,3,0,2,3,1,2,1,63
2004,Viral hepatitis,0,1,1,3,6,18,28,47,69,70,62,83,124,167,214,184,79,1156
2004,HIV disease,0,1,1,7,14,45,83,100,78,49,41,36,27,10,7,5,3,507
2004,Neoplasms,30,279,179,191,287,602,1430,3073,5690,9478,12608,22908,31048,31504,35444,32413,27699,214863
2004,Malignant neoplasms,24,266,170,188,279,594,1405,3034,5626,9372,12486,22611,30583,30852,34493,31236,26109,209328
2004,"Neoplasms of the lip, oral cavity, and pharynx",0,1,1,1,4,8,42,129,352,549,582,813,686,445,346,252,233,4444
2004,Neoplasms of the esophagus,0,0,0,4,2,7,24,61,177,377,510,754,849,593,531,373,285,4547
2004,Neoplasms of the stomach,0,0,0,1,12,36,86,195,283,486,561,1028,1425,1656,1947,1855,1902,11473
2004,Neoplasms of the colon,0,0,2,3,19,32,68,150,258,519,758,1551,2438,2762,3507,3776,3577,19420
2004,"Neoplasms of the rectum, anus, and rectosigmoid junction",0,0,1,2,2,15,38,67,153,306,487,923,1235,1258,1335,1351,1189,8362
2004,"Neoplasms of the liver, biliary tract, and pancreas",0,9,4,4,15,27,82,194,443,906,1254,2460,3653,3612,4148,3533,2764,23108
2004,Neoplasms of the liver and intrahepatic bile ducts,0,6,3,3,6,6,26,58,126,261,347,667,1041,1053,1129,847,546,6125
2004,Neoplasms of the pancreas,0,2,1,1,5,14,46,117,255,530,741,1474,2091,1948,2246,1967,1570,13008
2004,"Neoplasms of the larynx, trachea, bronchi, and lung",3,3,8,6,7,44,149,540,1322,2386,3343,5927,7414,7180,6606,4258,2146,41342
2004,Neoplasms of the bronchi and lung,2,3,8,6,7,42,144,512,1239,2229,3179,5650,7151,6957,6449,4157,2063,39798
2004,Melanoma and other malignant neoplasms of the skin,0,2,2,6,10,31,60,100,136,144,178,287,366,361,373,340,401,2797
2004,Malignant melanoma of the skin,0,1,2,5,9,30,57,95,127,124,157,256,316,304,309,268,233,2293
2004,Neoplasms of the breast,0,1,1,3,17,78,241,532,769,1112,1314,2079,2411,2021,2393,2419,2377,17768
2004,Neoplasms of the genital and urinary organs,2,11,7,22,29,69,171,354,637,953,1361,2842,4516,5016,6394,6447,5748,34579
2004,Neoplasms of the cervix uteri,0,0,0,2,5,14,60,111,138,165,145,166,181,157,176,184,156,1660
2004,"Neoplasms of the corpus uteri and uterus, part unspecified",0,0,0,1,0,2,16,17,38,90,117,233,324,335,427,478,475,2553
2004,Neoplasms of the ovary,0,0,1,7,5,17,34,88,159,251,318,625,779,782,898,864,651,5479
2004,Neoplasms of the prostate,1,0,0,0,0,1,0,9,38,75,245,717,1397,1695,2373,2419,2165,11135
2004,"Neoplasms of the kidney, except renal pelvis",1,10,3,1,3,9,17,51,131,184,256,549,893,851,847,736,545,5087
2004,Neoplasms of the urinary bladder,0,0,0,0,1,6,4,24,67,99,157,311,590,752,1075,1193,1273,5552
2004,"Neoplasms of lymphoid, hematopoietic, and related tissue",5,79,59,55,69,92,145,195,310,521,708,1416,2249,2632,3089,2921,2069,16614
2004,Leukemia,4,66,48,30,40,53,68,96,145,208,289,582,914,1055,1290,1203,974,7065
2004,Benign neoplasms,2,1,2,1,4,1,4,7,11,13,11,31,44,44,73,75,73,397
2004,Diseases of the blood and blood-forming organs,9,17,4,7,7,12,18,17,39,42,47,117,194,191,354,395,584,2054
2004,"Endocrine, nutritional, and metabolic diseases",36,71,27,32,48,65,135,244,337,515,672,1285,2235,3005,4097,5766,8471,27041
2004,Diabetes mellitus,1,2,8,7,24,31,72,168,227,385,535,1060,1946,2726,3743,5257,7461,23653
2004,Mental and behavioral disorders,0,1,19,92,126,164,376,538,751,769,662,786,709,531,631,962,2399,9516
2004,Mental and behavioral disorders durch Alkohol,0,1,1,8,26,63,215,431,670,727,612,722,602,329,202,94,43,4746
2004,Mental and behavioral disorders due to psychoactive substance use,0,0,12,77,97,92,147,97,57,19,10,9,7,2,1,4,1,632
2004,Diseases of the nervous system and sense organs,57,153,88,84,85,98,220,328,389,500,558,963,1399,1860,3022,3806,4079,17689
2004,Meningitis,9,10,1,3,2,0,7,7,8,4,7,15,32,16,17,28,13,179
2004,Diseases of the circulatory system,32,100,103,176,193,420,1052,2259,3748,5493,6957,14383,25060,34432,53835,78609,141620,368472
2004,Hypertension (high blood pressure),2,1,2,4,5,10,33,73,136,262,314,729,1325,1829,3305,5465,12296,25791
2004,Ischemic heart diseases,0,0,10,25,32,103,361,952,1726,2651,3483,7201,12454,16614,23786,32046,51215,152659
2004,Acute or recurrent myocardial infarction,0,0,7,20,24,84,287,727,1308,1926,2336,4468,7347,8704,11382,13302,15227,67149
2004,Other forms of heart disease,22,65,46,64,86,139,267,535,817,1064,1274,2464,4058,5334,9236,15432,35936,76839
2004,Other diseases of the endocardium,2,7,8,5,7,8,34,38,60,95,98,261,497,822,1343,1928,2346,7559
2004,Cerebrovascular diseases,3,19,19,36,31,73,204,389,570,808,999,2079,3976,6267,10552,16156,26317,68498
2004,"Stroke, not specified as hemorrhage or infarction",1,2,3,1,2,6,14,33,53,135,250,645,1421,2548,4922,8028,14177,32241
2004,"Diseases of arteries, arterioles, and capillaries",0,0,6,9,7,22,46,79,125,201,322,751,1311,1758,3001,4445,10014,22097
2004,Diseases of the respiratory system,30,69,26,30,42,54,105,254,430,761,1145,2440,4226,5988,8875,10896,17129,52500
2004,Influenza,2,0,2,0,1,1,2,2,4,3,1,5,5,13,12,15,57,125
2004,Pneumonia,17,36,12,13,18,17,35,79,137,178,255,535,951,1445,2579,3932,8730,18969
2004,Chronic diseases of the lower respiratory tract,1,14,6,8,14,18,36,112,209,433,691,1491,2586,3529,4876,5063,5461,24548
2004,Asthma,0,5,6,5,10,11,19,53,59,83,97,159,232,298,359,359,386,2141
2004,"COVID-19, virus identified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,"COVID-19, virus not identified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,Diseases of the digestive system,10,19,16,26,54,162,563,1234,1987,2530,2469,3685,4441,4343,5467,6388,8819,42213
2004,"Ulcer of the stomach, duodenum, peptic, peptic jejuni",0,0,1,1,2,4,9,35,62,91,99,180,242,377,538,737,1257,3635
2004,Diseases of the liver,6,3,3,8,30,104,439,966,1551,1979,1869,2516,2692,1788,1497,1033,638,17122
2004,"Alcoholic liver disease, chronic hepatitis, liver fibrosis, and cirrhosis",1,0,2,6,28,97,421,943,1511,1935,1810,2411,2542,1650,1343,891,530,16121
2004,Diseases of the skin and subcutaneous tissue,0,0,1,1,0,4,1,4,4,11,14,26,38,59,74,137,213,587
2004,Diseases of the musculoskeletal system and connective tissue,1,4,6,4,5,9,11,24,42,49,72,130,201,238,313,374,498,1981
2004,Chronic polyarthritis and arthrosis,0,0,0,0,0,0,0,3,6,6,8,27,46,55,80,91,141,463
2004,Diseases of the genitourinary system,0,4,5,6,15,10,28,46,81,148,202,406,848,1280,2188,3080,4899,13246
2004,Diseases of the kidney,0,3,4,2,12,9,22,36,71,123,177,340,698,1005,1702,2382,3785,10371
2004,"Pregnancy, childbirth, and the puerperium",0,0,1,4,8,12,7,5,0,0,0,0,0,0,0,0,0,37
2004,Certain conditions originating in the perinatal period,1419,6,4,1,1,2,2,2,1,1,0,1,3,0,0,0,0,1443
2004,"Congenital malformations, deformations, and chromosomal abnormalities",776,170,41,37,24,31,47,45,40,74,61,74,53,27,25,29,22,1576
2004,Congenital malformations of the nervous system,72,45,9,5,3,5,6,4,2,5,1,2,2,1,1,1,0,164
2004,Congenital malformations of the circulatory system,285,55,15,13,12,7,17,20,10,9,7,12,14,14,13,22,17,542
2004,Symptoms and abnormal clinical and laboratory findings,425,96,92,135,143,205,387,675,907,1045,1060,1535,1739,1582,1920,2361,6375,20682
2004,Sudden infant death syndrome,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323
2004,Other ill-defined and unknown causes of mortality,98,86,89,131,137,198,373,660,891,1016,1034,1486,1660,1459,1592,1590,1816,14316
2004,External causes of morbidity and mortality,60,411,1075,1502,1190,1277,1837,2163,2059,2038,1606,2127,2310,2174,2807,3478,5195,33309
2004,Accidents including late effects,35,344,789,950,597,603,783,872,872,858,693,983,1249,1267,1823,2574,4166,19458
2004,Transport accidents,5,161,705,812,432,381,480,460,416,350,244,294,351,280,294,280,142,6087
2004,Falls,4,29,12,22,28,43,75,122,163,199,200,329,454,566,975,1625,3067,7913
2004,Drowning and submersion,3,47,14,11,14,14,25,36,26,24,22,27,36,36,27,26,13,401
2004,"Exposure to smoke, fire, and flames",2,24,7,9,13,14,17,29,32,37,26,39,36,28,34,54,45,446
2004,Accidental poisoning: harmful substances (incl. exposure),0,7,17,50,62,89,85,90,66,55,31,24,24,16,20,23,21,680
2004,Intentional self-harm,0,23,219,428,474,525,851,1036,963,972,752,963,888,715,776,614,534,10733
2004,Assault,20,27,21,44,36,35,52,61,49,41,30,30,22,15,20,14,9,526
2004,"Event of undetermined intent",5,15,46,76,82,112,146,186,168,160,128,146,141,170,183,267,480,2511
2004,Insgesamt,2918,1451,1710,2361,2269,3238,6400,11187,16813,23780,28504,51561,75526,88554,120876,150811,230312,818271
2005,Certain infectious and parasitic diseases,27,60,24,18,44,70,161,282,304,391,399,656,1164,1379,2063,2317,2702,12061
2005,Tuberculosis and its sequelae,0,1,0,0,1,2,3,9,11,20,15,29,35,57,97,106,64,450
2005,Meningococcal infection,7,17,3,1,2,1,2,0,4,2,1,4,2,1,1,3,3,54
2005,Viral hepatitis,0,0,1,0,1,9,21,56,57,83,64,69,118,126,211,165,83,1064
2005,HIV disease,0,0,0,4,17,25,75,117,77,47,36,39,25,14,8,3,4,491
2005,Neoplasms,19,302,134,185,301,518,1337,3189,5721,9404,12946,21164,31586,31754,36129,32678,29561,216928
2005,Malignant neoplasms,10,285,130,179,293,506,1313,3147,5662,9302,12835,20937,31125,31134,35175,31416,27947,211396
2005,"Neoplasms of the lip, oral cavity, and pharynx",0,0,1,4,1,11,44,146,358,622,680,785,828,499,341,253,246,4819
2005,Neoplasms of the esophagus,0,0,0,2,3,4,19,68,196,377,513,727,854,679,558,433,357,4790
2005,Neoplasms of the stomach,1,1,0,2,19,30,84,182,266,464,572,918,1474,1574,1942,1846,1925,11300
2005,Neoplasms of the colon,0,2,0,4,11,29,67,141,239,466,734,1360,2380,2672,3495,3520,3850,18970
2005,"Neoplasms of the rectum, anus, and rectosigmoid junction",0,1,0,1,3,10,27,96,147,282,464,827,1332,1287,1393,1300,1399,8569
2005,"Neoplasms of the liver, biliary tract, and pancreas",1,7,8,1,7,23,81,226,490,835,1295,2259,3703,3747,4204,3706,2849,23442
2005,Neoplasms of the liver and intrahepatic bile ducts,1,6,5,1,3,9,26,55,148,225,361,598,1073,1060,1090,890,591,6142
2005,Neoplasms of the pancreas,0,1,2,0,4,11,41,136,286,503,780,1378,2134,2113,2415,2114,1657,13575
2005,"Neoplasms of the larynx, trachea, bronchi, and lung",0,2,6,7,7,24,128,585,1373,2401,3503,5456,7670,7168,6969,4613,2305,42217
2005,Neoplasms of the bronchi and lung,0,1,6,7,7,22,128,556,1302,2241,3324,5214,7375,6938,6808,4495,2217,40641
